Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Bouygues Développement ,https://www.bouyguesdev.fr/,"32, Avenue Hoche, Paris, Île-de-France 75008, FR",france,"3. Early Revenue,2. Prototype","We invest in construction tech, proptech, energy & services, media, telecoms (networks, cyber, cloud, IA) and media. 
  ",Corporate VC,$110000,$1100000
SurgeDAO,https://twitter.com/surgestrategies,"Noida, Delhi, India",india,"1. Idea or Patent,2. Prototype","We invest in Pre-Seed rounds and Early-Stage companies that operate in the web3 space, and more specifically, operating under the Decentralized Finance (DeFi) umbrella. We're looking at deal flow within the $3-5Mil Valuation Range.

Sectors we're focussed on:
1) Bitcoin ecosystem
2) AI narrative
3) AI + Decentralized storage
4) DePins
5) DVT
6) Modular Thesis

Although this is not set in stone - we're open to looking at and evaluating deals across just any sector or make a narrative play, if the project and the team is solid enough. ",Angel network,$10000,$50000
Seedventure Limited,http://seedventure.uk/,"Office 484 321-323 High Road, Chadwell Heath, Essex, United Kingdom, RM6 6AX","india,uk,uae,bahrain","3. Early Revenue,4. Scaling,5. Growth","We invest in IoT, Fintech, SaaS, Tech, EdTech across stages",VC,$100000,$10000000
Almabruur Investment ,https://almabruur.com,"7 Bell Yard, London WC2A 2JR, UK","nigeria,uk,saudi arabia,usa,egypt","2. Prototype,3. Early Revenue,1. Idea or Patent",We accelerate early-revenue and post-revenue Africa-focused impact startups. ,"Incubator, Accelerator",$1000,$1000000
Anmol Goel,https://www.gacsltd.com,London,"usa,india,uk","3. Early Revenue,4. Scaling",I invest in tech based seed to series B companies,Solo angel,$25000,$100000
Gambia Angel Investors Network (GAIN),https://gain.gm/,"MDI Road, Kaninfing Municipality, The Gambia",gambia,"2. Prototype,3. Early Revenue,4. Scaling","We invest in Fintech, Agritech, Fashion, Logistics, Transport, Edtech, Proptech, ",Angel network,$10000,$200000
Homegrown CPG,https://homegrowncpg.com/,"Dubai, United Arab Emirates","uae,saudi arabia,india,tunisia,morocco,qatar,oman,bahrain","3. Early Revenue,4. Scaling",We invest in CPG / FMCG startups that has a better-for-you products with a minimum revenue of $1M to $2M per year. ,VC,$100000,$1000000
Sachin Sutariya,https://sachinsutariya.in,"Surat, Gujarat, India",india,"2. Prototype,3. Early Revenue,4. Scaling","I invest in AI/ML and B2B from Global Market, Pre-revenue stage",Solo angel,$5000,$50000
Patrimon Cube,https://www.patrimoncube.it/,"Corso Massimo d’Azeglio, 8 – 10125 Torino",italy,"2. Prototype,3. Early Revenue","We invest in B2B Saas, AI deep tech, Fintech and Blockchain",Angel network,$40000,$120000
TRTL Ventures,https://trtl.vc/,"168 Robinson Rd, Singapore 068912","india,uae","2. Prototype,3. Early Revenue,4. Scaling","We invest in data-driven Indian founders and startups, sector agnostic.",VC,$150000,$200000
Jib Ventures,https://www.linkedin.com/in/dfrancojib/,"4357 Harlem Road, Amherst NY 14226",usa,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in companies building an interoperable future of proactive and patient-centered healthcare. ,Angel network,$100000,$2000000
yard[hub],https://yardhub.tech/,"DIFC, innovation hub, Dubai, UAE","angola,benin,botswana,burkina faso,burundi,cabo verde,cameroon,central african republic,chad,comoros,congo (congo-brazzaville),drc congo,côte d'ivoire,equatorial guinea,eritrea,ethiopia,gabon,gambia,ghana,guinea,guinea-bissau,kenya,lesotho,liberia,madagascar,malawi,mali,mauritius,mozambique,namibia,niger,nigeria,rwanda,sao tome and principe,senegal,seychelles,sierra leone,somalia,south africa,tanzania,togo,uganda,zambia,zimbabwe,antigua and barbuda,argentina,bahamas,barbados,belize,bolivia,brazil,canada,chile,colombia,costa rica,cuba,dominica,dominican republic,ecuador,el salvador,grenada,guatemala,guyana,haiti,honduras,jamaica,mexico,nicaragua,panama,paraguay,peru,sant kitts and nevis,sant lucia,saint vincent and the grenadines,suriname,trinidad and tobago,usa,uruguay,venezuela,afghanistan,azerbaijan,bangladesh,bhutan,cambodia,china,hong kong,india,indonesia,japan,kazakhstan,kyrgyzstan,laos,malaysia,maldives,mongolia,myanmar,nepal,pakistan,philippines,singapore,south korea,sri lanka,taiwan,tajikistan,thailand,timor-leste,turkmenistan,uzbekistan,vietnam,albania,andorra,armenia,austria,belarus,belgium,bosnia-h,bulgaria,croatia,cyprus,czech republic,denmark,estonia,finland,france,georgia,germany,greece,holy see,hungary,iceland,ireland,italy,latvia,liechtenstein,lithuania,luxembourg,malta,moldova,monaco,montenegro,netherlands,north macedonia,norway,poland,portugal,romania,russia,san marino,serbia,slovakia,slovenia,spain,sweden,switzerland,uk,ukraine,algeria,bahrain,djibouti,egypt,iran,iraq,israel,jordan,kuwait,lebanon,lybia,mauritania,morocco,oman,palestine,qatar,saudi arabia,sudan,syria,tunisia,turkey,uae,yemen,australia,fiji,kiribati,marshall islands,micronesia,new zealand,palau,papua new guinea,samoa,solomon islands,tonga,tuvalu,vanuatu","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We accelerate web3 startups. Our goal is to revolutionize the way we interact with the web by developing cutting-edge Web3 technologies,"Incubator, Accelerator",$50000,$200000
Entopan Innovation,https://entopaninnovation.it/,"Via Padova, 2, 88050 Caraffa di Catanzaro CZ, Italy",italy,"1. Idea or Patent,2. Prototype,3. Early Revenue",We accelerate pre-revenue and early-revenue Impact startups,"Incubator, Accelerator",$15000,$50000
Nick Cobb,https://loyaltyventures.vc?utm_source=openvc&utm_medium=openvc,"San Francisco, CA",usa,"1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in companies that are post-revenue and raising seed or early rounds across a broad range of industries. Historically I've invested through syndicates, but I am now focused on making direct investments in founders through my network. I continue to invest in a wide range of industries but focus on American Dynamism and cancer prevention.",Solo angel,$5000,$100000
Joao Diogo,https://www.arkheindigital.com/,"Rua Marcos Portugal 23, 1200-256 Lisboa","usa,portugal,spain","2. Prototype,3. Early Revenue",I invest in Deep Tech SaaS with Product Led Growth potential,Solo angel,$25000,$100000
Gaurav Bansal,https://www.amgxchange.com/,"Toronto, Canada",usa,"3. Early Revenue,4. Scaling,5. Growth","I invest in B2B, SaaS, AI/ML, post-revenue, seed to Series A",Solo angel,$200000,$500000
CRECI Ventures,https://www.creciventures.com/,"501 Congress Ave., Ste. 150, Austin, TX 78701",usa,"4. Scaling,3. Early Revenue","We invest in proptech and marketplaces with demonstrable traction (>$10K MRR), and more broadly across nearly all verticals.",VC,$250000,$2000000
Alima Sport VC,https://www.alimasport.com,"Keizersgracht, Amsterdam, North Holland NL","turkey,netherlands,germany,uk,uae,greece,spain","3. Early Revenue,4. Scaling,5. Growth","We invest in Sports, Wellness, Data Sciences in Sports, Fan Engagement, and Women in Sports",VC,$200000,$500000
Quam Venture Capital,https://www.quamvc.com/,"The Shard, 24/25 Floor, 32 London Bridge Street, London, SE1 9SG, United Kingdom.","uk,usa,australia,brazil,belgium,canada,central african republic,czech republic,denmark,ukraine,switzerland,sweden,spain,south africa,slovakia,singapore,saudi arabia,portugal,poland,norway,new zealand,netherlands,monaco,mexico,malta,mauritius,maldives,luxembourg,italy,ireland,hong kong,greece,germany,france,finland,croatia,austria","1. Idea or Patent,5. Growth,4. Scaling,3. Early Revenue","We invest in Artificial Intelligence, Space Ventures, Clean-tech Renewable Energy, Biotechnology, Blockchain, Cybersecurity, Digital Ledger Technologies, STEMCELL, Nano Technologies, Quantum Computing, Sophisticated SMART proprietary technologies, VR Entertainment, Transportation, and Infrastructure across Europe, North America, and Latin America.

Our investment spectrum is wide-ranging, from as little as €500,000 to support innovative concepts to as much as €3 million for teams with early revenue traction in need of expansion capital, spanning Seed, Series A, and beyond.

However, our commitment doesn't end there. As our portfolio companies progress and demonstrate their potential, we stand ready to provide additional funding, scaling up our investments to around €10 million. In extraordinary cases, we may consider even larger investments when opportunities have the potential to reshape or dominate entire industries.

We seek investment opportunities that address substantial challenges within expansive markets, spanning various sectors. ",VC,$500000,$10000000
Rogue Opportunities ,https://www.rogue360.in/,"607/B, Pinnacle Business Park, Corporate Road, Prahlad Nagar, Nr. Auda Garden, Ahmedabad, Gujarat 380015, IN",india,"3. Early Revenue,4. Scaling,2. Prototype,1. Idea or Patent","We invest in Fintech, Saas, IoT",Angel network,$50000,$750000
Sprint1,https://sprint1.vc/,"W177N9856 Rivercrest Dr #102, Germantown, WI 53022","usa,canada,india","1. Idea or Patent,2. Prototype","We co-found SaaS startups with non-technical/first time founders in healthcare, HRTech, SalesTech and B2b SaaS",Startup studio,$10000,$100000
Jaiatech Ventures,https://www.jtventures.in/,"No. 302, 3rd Floor, Wing - 1 Block, HM Tech Park, Prashanth Extension, Whitefield Main Road, Bangalore, Karnataka 560066, IN","india,usa,uae","3. Early Revenue,2. Prototype,4. Scaling,5. Growth,6. Pre-IPO",We invest in disruptive innovation,Family office,$100000,$500000
Bynd Venture Capital,https://www.bynd.vc/en,"Rua Nova da Piedade Nº71 R/C Esq. 1200-297 Lisbon, Portugal","spain,portugal,uk,usa,canada,france,germany,italy,sweden,finland,norway,netherlands,luxembourg,switzerland,austria","2. Prototype,3. Early Revenue","We invest agnostically in companies with an Iberian DNA (founders, target market, investors, office) at pre-seed and seed.",VC,$250000,$700000
Base64 Capital,https://www.base64capital.com/,"447 Broadway 2nd FL #124 New York, NY 10013",usa,"3. Early Revenue,4. Scaling",We invest in companies that provide software driven solutions for large enterprise customers.,VC,$500000,$1500000
PS27 Ventures,https://ps27ventures.com/,"10739 Deerwood Park Blvd, Jacksonville, FL 32256",usa,"3. Early Revenue,4. Scaling","We invest in SaaS, sustainability, deep tech, E-commerce, and green energy initiatives making between $500k - $1M in revenue, preferrable in seed or Series A funding rounds. ",VC,$500000,$1000000
DOMiNO Ventures,https://dominovc.com/,"Eerste Weteringplantsoen 8, 1017SK Amsterdam","azerbaijan,kazakhstan,uzbekistan,estonia,georgia,poland,turkey","2. Prototype,3. Early Revenue","We invest in founders who are solving new problems of the modern world in AI, Deeptech, Cleantech, Healthtech, Fintech, Hrtech, Edtech, Gametech, Cybersecurity and Life Science.",VC,$100000,$1000000
SBI Ven Capital Pte Ltd,https://www.sbivencapital.com.sg/,"1-6-1 Roppongi, Minato-ku, Tokyo","singapore,switzerland,indonesia,usa,uk,afghanistan,algeria,angola,albania,andorra,antigua and barbuda,argentina,armenia,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bolivia,bosnia-h,botswana,brazil,brunei,bulgaria,burkina faso,burundi,cabo verde,cambodia,cameroon,canada,central african republic,chad,chile,colombia,comoros,congo (congo-brazzaville),costa rica,côte d'ivoire,croatia,cuba,cyprus,czech republic,drc congo,denmark,djibouti,dominica,dominican republic,ecuador,egypt,el salvador,equatorial guinea,ethiopia,eritrea,estonia,""eswatini (fmr. """"swaziland"""")"",fiji,finland,france,gabon,gambia,georgia,germany,ghana,greece,grenada,guatemala,guinea,guinea-bissau,guyana,haiti,holy see,honduras,hong kong,hungary,iceland,india,iran,iraq,ireland,italy,jamaica,jordan,kazakhstan,kenya,kiribati,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,liechtenstein,lithuania,luxembourg,lybia,madagascar,malawi,malaysia,maldives,mali,malta,marshall islands,mauritania,mauritius,mexico,micronesia,moldova,monaco,mongolia,montenegro,morocco,mozambique,myanmar,namibia,nauru,nepal,netherlands,new zealand,nicaragua,niger,nigeria,north macedonia,norway,oman,pakistan,palau,palestine,panama,papua new guinea,paraguay,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,saint vincent and the grenadines,samoa,san marino,sant kitts and nevis,sant lucia,sao tome and principe,saudi arabia,senegal,serbia,seychelles,sierra leone,slovakia,slovenia,solomon islands,somalia,south africa,south korea,south sudan,spain,sri lanka,sudan,suriname,sweden,syria,taiwan,tajikistan,tanzania,thailand,timor-leste,togo,tonga,trinidad and tobago,tunisia,turkey,turkmenistan,tuvalu,uae,uganda,ukraine,uruguay,uzbekistan,vanuatu,venezuela,vietnam,yemen,zambia,zimbabwe","3. Early Revenue,2. Prototype,4. Scaling","We invest in seed to Series A companies across the Web3 space, such as Web3 Infrastructure, DeFi, Metaverse, Gaming, Asset Tokenization, and commercialized use cases of the distributed ledger technology.",VC,$500000,$5000000
Red Pin Capital,https://www.redpincapital.com,"London, UK","usa,bahamas,canada,denmark,hong kong,india,netherlands,spain,uae,uk,switzerland,nigeria,south africa,sweden,germany,france,italy,japan,monaco,luxembourg,vietnam,malaysia,indonesia,thailand","4. Scaling,5. Growth,6. Pre-IPO","We invest growth equity through to IPO, backing visionary entrepreneurs through an engaged capital base, strategic relationships, and proprietary insights from some of the world’s most remarkable people.

A huge thematic focus for us is to solve the capital gap for Early-Stage VCs and their follow-on rounds. We partner with Early-Stage VCs to double down in their leading companies. Small, specialist VCs are the first funders of 80% of unicorns and tech IPOs, but 90% of the time, these first funders lack the capital to follow on in their growth stage winners.

We target venture returns at lower risk and duration.

Our focus spans across, DeepTech, FinTech, IoT, SaaS, Consumer Goods and Brands, Media, Sport, AI, Blockchain and Gaming.",VC,$500000,$10000000
